TIPO DE INSTITUTO;NIVEL DE FORMACION;CAMPO AMPLIO;CAMPO ESPECIFICO;CAMPO DETALLADO;NOMBRE DEL PROGRAMA
privado;formacion tecnica profesional;ingenieria, industria y construccion;ingenieria y profesiones afines;electronica y automatizacion;tecnica profesional en soporte de telecomunicaciones
privado;tecnologico;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion y la comunicacion tic;desarrollo y analisis de software y aplicaciones;tecnologia en desarrollo de sistemas informaticos
privado;tecnologico;administracion de empresas y derecho;educacion comercial y administracion;contabilidad e impuestos;tecnologia en finanzas y sistemas contables
privado;tecnologico;ingenieria, industria y construccion;ingenieria y profesiones afines;ingenieria y profesiones afines no clasificadas en otra parte;tecnologia en gestion de produccion y calidad
privado;tecnologico;ingenieria, industria y construccion;ingenieria y profesiones afines;ingenieria y profesiones afines no clasificadas en otra parte;tecnologia en gestion de sistemas electromecanicos
privado;tecnologico;ingenieria, industria y construccion;ingenieria y profesiones afines;ingenieria y profesiones afines no clasificadas en otra parte;tecnologia en gestion de sistemas electronicos
privado;tecnologico;ingenieria, industria y construccion;ingenieria y profesiones afines;ingenieria y profesiones afines no clasificadas en otra parte;tecnologia en gestion de sistemas mecatronicos
privado;tecnologico;administracion de empresas y derecho;educacion comercial y administracion;mercadotecnia y publicidad;tecnologia en gestion del comercio exterior
privado;tecnologico;tecnologias de la informacion y la comunicacion tic;programas y certificaciones interdisciplinarios relativos a tecnologias de la informacion y la comunicacion tic;programas y certificaciones interdisciplinarios relativos a tecnologias de la informacion y la comunicacion (tic);tecnologia en seguridad informatica
privado;tecnologico;ingenieria, industria y construccion;ingenieria y profesiones afines;electronica y automatizacion;tecnologia en servicios de telecomunicaciones
privado;universitario;ciencias sociales, periodismo e informacion;periodismo e informacion;bibliotecologia, informacion y archivologia;ciencia de la informacion y bibliotecologia
privado;universitario;arte y humanidades;artes;tecnicas audiovisuales y produccion para medios de comunicacion;narrativas digitales y audiovisuales
privado;universitario;servicios;servicios personales;hoteleria, restaurantes y servicios de banquetes;profesional en turismo y gastronomia
privado;formacion tecnica profesional;arte y humanidades;artes;bellas artes;tecnica profesional en produccion fotografica
privado;formacion tecnica profesional;arte y humanidades;artes;tecnicas audiovisuales y produccion para medios de comunicacion;tecnica profesional en realizacion y produccion en television
privado;tecnologico;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion  y la comunicacion (tic) no clasificada en otra parte;tecnologia en administracion de sistemas de informacion y documentacion
privado;tecnologico;administracion de empresas y derecho;educacion comercial y administracion;gestion y administracion;tecnologia en administracion del talento humano
privado;tecnologico;administracion de empresas y derecho;educacion comercial y administracion;gestion y administracion;tecnologia en gestion del comercio internacional
privado;tecnologico;ciencias sociales, periodismo e informacion;periodismo e informacion;periodismo, comunicacion y reportajes;tecnologia en produccion de contenidos periodisticos
privado;tecnologico;arte y humanidades;artes;tecnicas audiovisuales y produccion para medios de comunicacion;tecnologia en produccion digital en medios audiovisuales
privado;universitario;arte y humanidades;artes;tecnicas audiovisuales y produccion para medios de comunicacion;produccion audiovisual
privado;universitario;arte y humanidades;artes;musica y artes escenicas;produccion musical
privado;universitario;administracion de empresas y derecho;educacion comercial y administracion;gestion y administracion;profesional en direccion y produccion de radio y television
privado;tecnologico;administracion de empresas y derecho;educacion comercial y administracion;gestion y administracion;tecnologia en gestion de empresas
privado;tecnologico;administracion de empresas y derecho;educacion comercial y administracion;mercadotecnia y publicidad;tecnologia en gestion de mercadeo y ventas
privado;tecnologico;administracion de empresas y derecho;educacion comercial y administracion;gestion financiera, administracion bancaria y seguros;tecnologia en gestion financiera del comercio internacional
privado;tecnologico;ciencias sociales, periodismo e informacion;periodismo e informacion;periodismo, comunicacion y reportajes;tecnologia en produccion de radio y television
privado;tecnologico;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion  y la comunicacion (tic) no clasificada en otra parte;tecnologia en gestion de automocion y electromecanica en vehiculos
privado;tecnologico;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion  y la comunicacion (tic) no clasificada en otra parte;tecnologia en gestion de la ciberseguridad
privado;tecnologico;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion  y la comunicacion (tic) no clasificada en otra parte;tecnologia en gestion en comercio internacional y logistica
privado;tecnologico;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion  y la comunicacion (tic) no clasificada en otra parte;tecnologia en gestion en sistemas de telecomunicaciones y electrotecnicos
privado;tecnologico;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion  y la comunicacion (tic) no clasificada en otra parte;tecnologia en marketing y gestion comercial
privado;tecnologico;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion  y la comunicacion (tic) no clasificada en otra parte;tecnologia en produccion de audiovisuales
privado;universitario;administracion de empresas y derecho;educacion comercial y administracion;gestion y administracion;administracion del sistema de seguridad y salud en el trabajo
privado;universitario;administracion de empresas y derecho;derecho;derecho;investigacion criminalistica y judicial
privado;formacion tecnica profesional;administracion de empresas y derecho;educacion comercial y administracion;ventas al por mayor y al por menor;tecnico profesional en biocomercio
privado;formacion tecnica profesional;ciencias sociales, periodismo e informacion;ciencias sociales y del comportamiento;trabajo social;tecnico profesional en promocion de proyectos sociales
privado;formacion tecnica profesional;administracion de empresas y derecho;educacion comercial y administracion;ventas al por mayor y al por menor;tecnico profesional en ventas y negocios
privado;tecnologico;ciencias sociales, periodismo e informacion;periodismo e informacion;periodismo, comunicacion y reportajes;tecnologia en comunicacion social multimedial
privado;tecnologico;ciencias sociales, periodismo e informacion;ciencias sociales y del comportamiento;trabajo social;tecnologia en formulacion y gestion de proyectos sociales
privado;tecnologico;administracion de empresas y derecho;derecho;derecho;tecnologia en gestion criminalistica y analisis forense
privado;tecnologico;administracion de empresas y derecho;educacion comercial y administracion;gestion y administracion;tecnologia en gestion de bionegocios
privado;tecnologico;administracion de empresas y derecho;educacion comercial y administracion;gestion y administracion;tecnologia en gestion de procesos de seguridad y salud en el trabajo
